,adult,belongs_to_collection,collection_name,budget,genres,id,original_language,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,date_grp,cpi_index,cpi_current,inflation_rate,budget_diff,budget_adj,revenue_diff,revenue_adj,original_language_full
1147,False,811796,Tooth Fairy - Collection,0.0,Horror,832227,en,Tooth Fairy: The Last Extraction,2.36,2021-09-02,0.0,93,Released,Tooth Fairy: The Last Extraction,2.5,2,21-Sep,274.31,296.797,0.075765591,0.0,0.0,0.0,0.0,English
1148,False,531143,"Help, I Shrunk My...",0.0,Family,751503,de,"Hilfe, ich hab meine Freunde geschrumpft",7.51,2021-09-02,13664.0,95,Released,"Help, I Shrunk My Friends",6.2,10,21-Sep,274.31,296.797,0.075765591,0.0,0.0,1035.26,14699.26,German
1153,False,897708,12 Westerns in 12 Months Collection,0.0,Documentary,791120,en,The Pleasant Valley War,1.82,2021-09-01,0.0,65,Released,The Pleasant Valley War,0.0,0,21-Sep,274.31,296.797,0.075765591,0.0,0.0,0.0,0.0,English
1155,False,702624,After Collection,14000000.0,Romance,744275,en,After We Fell,114.89,2021-09-01,21500000.0,99,Released,After We Fell,7.14,2063,21-Sep,274.31,296.797,0.075765591,1060718.27,15060718.27,1628960.2,23128960.2,English
1157,False,912503,Shang-Chi Collection,150000000.0,Action,566525,en,Shang-Chi and the Legend of the Ten Rings,167.55,2021-09-01,432243292.0,132,Released,Shang-Chi and the Legend of the Ten Rings,7.64,7621,21-Sep,274.31,296.797,0.075765591,11364838.59,161364838.59,32749168.31,464992460.31,English
1160,False,848690,Mortal Kombat Legends Collection,0.0,Animation,841755,en,Mortal Kombat Legends: Battle of the Realms,45.57,2021-08-30,0.0,80,Released,Mortal Kombat Legends: Battle of the Realms,7.81,318,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,English
1163,False,964312,Vinski And The Invisibility Powder Collection,1900000.0,Family,661707,fi,Vinski ja näkymättömyyspulveri,2.13,2021-08-29,0.0,85,Released,Vinski and the Invisibility Powder,2.0,1,21-Aug,273.567,296.797,0.078268985,148711.07,2048711.07,0.0,0.0,Finnish
1166,False,1042837,镇魔司,0.0,Action,861027,zh,镇魔司：西域异兽,0.93,2021-08-29,0.0,100,Released,Demon Department 3: The Beast of the West,6.0,1,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,Chinese
1167,False,897708,12 Westerns in 12 Months Collection,0.0,Western,791119,en,The Woman Who Robbed the Stagecoach,1.41,2021-08-28,0.0,85,Released,The Woman Who Robbed the Stagecoach,0.0,0,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,English
1168,False,870234,Megalodon Collection,0.0,Action,866462,en,Megalodon Rising,12.63,2021-08-27,0.0,86,Released,Megalodon Rising,6.36,113,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,English
1170,False,980783,The Curse of Humpty Dumpty Collection,0.0,Horror,823594,en,The Curse of Humpty Dumpty,4.45,2021-08-27,0.0,92,Released,The Curse of Humpty Dumpty,3.0,4,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,English
1171,False,1068160,The Male Gaze  Collection,0.0,Drama,864180,en,The Male Gaze: Three's Company,2.13,2021-08-27,0.0,97,Released,The Male Gaze: Three's Company,5.5,2,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,English
1172,False,920285,New Queer Visions Collection,0.0,Drama,876291,en,New Queer Visions: Parental Guidance,0.6,2021-08-27,0.0,103,Released,New Queer Visions: Parental Guidance,0.0,1,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,English
1173,False,823942,Super Furball Collection,0.0,Family,683361,fi,Supermarsu 2,0.79,2021-08-26,0.0,90,Released,Super Furball Saves the Future,7.0,3,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,Finnish
1175,False,98580,Candyman Collection,25000000.0,Horror,565028,en,Candyman,34.66,2021-08-25,77411570.0,91,Released,Candyman,6.07,1198,21-Aug,273.567,296.797,0.078268985,1956724.63,26956724.63,6058925.03,83470495.03,English
1178,False,1003332,Untold Collection,0.0,Documentary,857731,en,Untold: Caitlyn Jenner,6.62,2021-08-24,0.0,69,Released,Untold: Caitlyn Jenner,6.47,34,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,English
1179,False,521293,Aurora Teagarden Mystery Collection,0.0,Mystery,845929,en,"Aurora Teagarden Mysteries: Honeymoon, Honeymurder",5.18,2021-08-22,0.0,84,Released,"Aurora Teagarden Mysteries: Honeymoon, Honeymurder",7.11,18,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,English
1183,False,963447,BanG Dream! FILM LIVE Collection,0.0,Animation,745115,ja,BanG Dream! FILM LIVE 2nd Stage,17.16,2021-08-20,283558.0,85,Released,BanG Dream! FILM LIVE 2nd Stage,6.75,4,21-Aug,273.567,296.797,0.078268985,0.0,0.0,22193.8,305751.8,Japanese
1186,False,863827,Ask Me Anything Collection,0.0,Drama,854723,en,Another Girl,1.04,2021-08-20,0.0,95,Released,Another Girl,7.0,1,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,English
1188,False,852634,Kaguya-sama: Love is War - Collection,0.0,Comedy,852626,ja,かぐや様は告らせたい ～天才たちの恋愛頭脳戦～ ファイナル,4.18,2021-08-20,0.0,116,Released,Kaguya-sama Final: Love Is War,8.5,6,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,Japanese
1190,False,826697,The Blood of Wolves Collection,0.0,Crime,826691,ja,孤狼の血 LEVEL2,3.19,2021-08-20,0.0,139,Released,Last of the Wolves,5.3,7,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,Japanese
1193,False,925184,League of Gods,0.0,Fantasy,865015,zh,封神令,0.6,2021-08-19,0.0,70,Released,League of Gods: Enfeoffment Order,0.0,0,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,Chinese
1195,False,894040,Ternet Ninja (Samling),0.0,Animation,778819,da,Ternet Ninja 2,8.78,2021-08-19,0.0,86,Released,Checkered Ninja 2,6.61,28,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,Danish
1199,False,733985,Me contro Te - Saga,0.0,Comedy,733982,it,Me contro Te: Il film - Il mistero della scuola incantata,4.47,2021-08-18,0.0,63,Released,Me contro Te: Il film - Il mistero della scuola incantata,8.47,70,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,Italian
1201,False,1003332,Untold Collection,0.0,Documentary,857729,en,Untold: Deal with the Devil,6.41,2021-08-17,0.0,77,Released,Untold: Deal with the Devil,6.85,46,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,English
1202,False,957890,Jurassic Shark Collection,0.0,Horror,865439,en,Jurassic Shark 2: Aquapocalypse,1.62,2021-08-15,0.0,70,Released,Jurassic Shark 2: Aquapocalypse,8.13,4,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,English
1204,False,1019924,Justice Collection,0.0,Action,860622,et,Õiglus 2,0.6,2021-08-14,0.0,75,Released,Justice 2,0.0,0,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,Estonian
1205,False,521615,The Wedding March Collection,0.0,TV Movie,847419,en,Sealed With a Kiss: Wedding March 6,2.7,2021-08-14,0.0,84,Released,Sealed With a Kiss: Wedding March 6,8.0,3,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,English
1209,False,866683,Come un gatto in tangenziale - Collezione,0.0,Comedy,708577,it,Come un gatto in tangenziale - Ritorno a Coccia di Morto,5.75,2021-08-14,0.0,109,Released,Like a Cat on a Highway 2,6.09,289,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,Italian
1210,False,1068161,Boys Feels Collection,0.0,Drama,862377,fr,Boys Feels: I Love Trouble,0.6,2021-08-13,0.0,97,Released,Boys Feels: I Love Trouble,0.0,0,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,French
1211,False,901648,Methagu Collection,80900.0,Drama,844787,ta,மேதகு,0.6,2021-08-13,0.0,100,Released,Methagu,5.67,3,21-Aug,273.567,296.797,0.078268985,6331.96,87231.96,0.0,0.0,Tamil
1212,False,483535,Huevos - Collection,0.0,Animation,573164,es,Un rescate de huevitos,57.44,2021-08-12,3500000.0,89,Released,An Egg Rescue,7.94,332,21-Aug,273.567,296.797,0.078268985,0.0,0.0,273941.45,3773941.45,Spanish
1216,False,748919,Don't Breathe Collection,10000000.0,Thriller,482373,en,Don't Breathe 2,75.16,2021-08-12,53785551.0,98,Released,Don't Breathe 2,7.23,1976,21-Aug,273.567,296.797,0.078268985,782689.85,10782689.85,4209740.5,57995291.5,English
1218,False,726619,The Kissing Booth Collection,0.0,Romance,727745,en,The Kissing Booth 3,37.24,2021-08-11,0.0,112,Released,The Kissing Booth 3,7.05,1595,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,English
1220,False,861415,Free Guy Collection,110000000.0,Comedy,550988,en,Free Guy,99.67,2021-08-11,331096766.0,115,Released,Free Guy,7.61,6737,21-Aug,273.567,296.797,0.078268985,8609588.37,118609588.37,25914607.88,357011373.88,English
1223,False,1003332,Untold Collection,0.0,Documentary,857497,en,Untold: Malice at the Palace,10.51,2021-08-10,0.0,69,Released,Untold: Malice at the Palace,7.1,78,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,English
1225,False,913931,PAW Patrol Collection,26000000.0,Animation,675445,en,PAW Patrol: The Movie,102.07,2021-08-09,144327371.0,86,Released,PAW Patrol: The Movie,7.46,1076,21-Aug,273.567,296.797,0.078268985,2034993.62,28034993.62,11296356.86,155623727.86,English
1229,False,852541,Oluversin Gari,0.0,Comedy,910813,tr,Hayır Oluversin Gari,0.6,2021-08-09,0.0,137,Released,Hayır Oluversin Gari,0.0,0,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,Turkish
1232,False,364344,"Murder, She Baked Collection",0.0,TV Movie,840382,en,Sweet Revenge: A Hannah Swensen Mystery,7.83,2021-08-08,0.0,84,Released,Sweet Revenge: A Hannah Swensen Mystery,7.04,13,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,English
1235,False,383032,Honto Ni Atta! Noroi no Video Collection,0.0,Horror,986377,ja,ほんとにあった！呪いのビデオ93,0.6,2021-08-06,0.0,62,Released,Honto Ni Atta! Noroi No Video 93,0.0,0,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,Japanese
1236,False,1032216,Baby Oopsie Collection,0.0,Horror,853764,en,Baby Oopsie,2.6,2021-08-06,0.0,80,Released,Baby Oopsie,6.13,8,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,English
1238,False,662002,My Hero Academia Movie Collection,0.0,Animation,768744,ja,僕のヒーローアカデミア THE MOVIE ワールド ヒーローズ ミッション,169.57,2021-08-06,38410729.0,105,Released,My Hero Academia: World Heroes' Mission,7.6,348,21-Aug,273.567,296.797,0.078268985,0.0,0.0,3006368.78,41417097.78,Japanese
1242,False,833514,Twice the Dream Collection,0.0,Drama,833511,en,Even in Dreams,0.68,2021-08-06,0.0,120,Released,Even in Dreams,0.0,0,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,English
1244,False,837216,Rock Dog Collection,0.0,Animation,812204,en,Rock Dog 2: Rock Around the Park,33.28,2021-08-05,0.0,90,Released,Rock Dog 2: Rock Around the Park,6.68,91,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,English
1248,False,961590,Eberhofer Collection,0.0,Comedy,700578,de,Kaiserschmarrndrama,3.45,2021-08-05,10357720.0,96,Released,Kaiserschmarrndrama,7.59,40,21-Aug,273.567,296.797,0.078268985,0.0,0.0,810688.23,11168408.23,German
1250,False,91588,OSS 117 The Reboot Saga,20400000.0,Comedy,604563,fr,OSS 117 : Alerte rouge en Afrique noire,9.48,2021-08-04,13450000.0,117,Released,OSS 117: From Africa with Love,5.66,584,21-Aug,273.567,296.797,0.078268985,1596687.3,21996687.3,1052717.85,14502717.85,French
1253,False,857944,On the Trail of UFOs Collection,20.0,Documentary,853703,en,On the Trail of UFOs: Dark Sky,1.5,2021-08-03,0.0,85,Released,On the Trail of UFOs: Dark Sky,4.0,1,21-Aug,273.567,296.797,0.078268985,1.57,21.57,0.0,0.0,English
1254,False,980780,Doctor Carver / Conjuring the Plastic Surgeon Collection,0.0,Horror,917514,en,Doctor Carver,1.51,2021-08-03,0.0,86,Released,Doctor Carver,4.33,3,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,English
1255,False,659184,Mystery 101 Collection,0.0,TV Movie,847357,en,Mystery 101: Deadly History,2.99,2021-08-01,0.0,84,Released,Mystery 101: Deadly History,8.42,12,21-Aug,273.567,296.797,0.078268985,0.0,0.0,0.0,0.0,English
1258,False,334414,Windstorm Collection,0.0,Family,680447,de,Ostwind - Der große Orkan,6.62,2021-07-29,0.0,96,Released,Windstorm: The Great Hurricane,5.7,17,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,German
1261,False,504984,Reunion Collection,0.0,Comedy,680673,fi,Luokkakokous 3 – Sinkkuristeily,1.96,2021-07-28,0.0,104,Released,Reunion 3: Singles Cruise,3.88,8,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,Finnish
1262,False,861429,Jungle Cruise Collection,200000000.0,Action,451048,en,Jungle Cruise,89.44,2021-07-28,220889446.0,127,Released,Jungle Cruise,7.48,4804,21-Jul,273.003,296.797,0.080169274,16033854.79,216033854.79,17708546.51,238597992.51,English
1265,False,531242,Suicide Squad Collection,185000000.0,Action,436969,en,The Suicide Squad,123.85,2021-07-28,168657565.0,132,Released,The Suicide Squad,7.6,6910,21-Jul,273.003,296.797,0.080169274,14831315.68,199831315.68,13521154.53,182178719.53,English
1268,False,958299,Revue Starlight ―The LIVE Collection―,0.0,Fantasy,958288,ja,少女☆歌劇 レヴュースタァライト -The LIVE- #3 Growth,1.29,2021-07-27,0.0,132,Released,Revue Starlight ―The LIVE― #3 Growth,10.0,2,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,Japanese
1271,False,785583,Batman: The Long Halloween Collection,0.0,Animation,736074,en,"Batman: The Long Halloween, Part Two",25.18,2021-07-26,0.0,87,Released,"Batman: The Long Halloween, Part Two",7.53,394,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,English
1275,False,852541,Oluversin Gari,0.0,Comedy,989725,tr,Iki Gonul Bir Oluversin Gari,0.6,2021-07-26,0.0,139,Released,"Come Together, Now!",0.0,0,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,Turkish
1276,False,914493,Kingdom (2019) Collection,0.0,Drama,845222,ko,킹덤: 아신전,39.34,2021-07-23,0.0,92,Released,Kingdom: Ashin of the North,7.41,424,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,Korean
1279,False,135468,G.I. Joe (Live-Action) Collection,88000000.0,Action,568620,en,Snake Eyes: G.I. Joe Origins,72.15,2021-07-23,36964325.0,121,Released,Snake Eyes: G.I. Joe Origins,6.6,1252,21-Jul,273.003,296.797,0.080169274,7054896.11,95054896.11,2963403.1,39927728.1,English
1281,False,836546,White Snake Collection,0.0,Animation,795607,zh,白蛇 II: 青蛇劫起,16.07,2021-07-23,87212911.0,131,Released,Green Snake,8.31,225,21-Jul,273.003,296.797,0.080169274,0.0,0.0,6991795.75,94204706.75,Chinese
1285,False,896142,Kamen Rider Saber Collection,0.0,Action,826708,ja,セイバー＋ゼンカイジャー スーパーヒーロー戦記,3.61,2021-07-22,0.0,75,Released,Kamen Rider Saber + Kikai Sentai Zenkaiger: Super Hero Chronicles,4.7,3,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,Japanese
1287,False,980781,Medusa Collection,0.0,Horror,761563,en,Medusa: Queen of the Serpents,12.43,2021-07-21,0.0,90,Released,Medusa: Queen of the Serpents,6.28,166,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,English
1288,False,948531,Once I Was ... Collection,0.0,Comedy,809036,en,Once I Was Engaged,1.52,2021-07-21,0.0,107,Released,Once I Was Engaged,4.8,4,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,English
1291,False,879207,I Will Survive,0.0,Drama,845394,id,I,0.6,2021-07-16,0.0,86,Released,I,2.0,1,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,Indonesian
1294,False,879207,I Will Survive,0.0,Drama,845398,en,Survive,1.86,2021-07-16,0.0,95,Released,Survive,2.0,1,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,English
1297,False,879207,I Will Survive,0.0,Action,845397,id,Will,0.7,2021-07-16,0.0,101,Released,Will,2.0,1,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,Indonesian
1301,False,861123,Ostap Bender Trilogy,0.0,Comedy,849236,ru,Бендер: Золото империи,4.83,2021-07-15,0.0,87,Released,Ostap Bender. The Empire's Gold,5.85,27,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,Russian
1304,False,852541,Oluversin Gari,0.0,Comedy,852540,tr,Artık Oluversin Gari,0.6,2021-07-15,0.0,145,Released,"Let It Happen, Now!",0.0,0,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,Turkish
1307,False,952748,Luccas Neto O Mapa do Tesouro,0.0,Adventure,852495,pt,Luccas Neto em: O Mapa do Tesouro 2,1.96,2021-07-14,0.0,80,Released,Luccas Neto em: O Mapa do Tesouro 2,7.5,19,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,Portuguese
1310,False,939432,Finders Collection,0.0,Family,731110,fi,Pertsa & Kilu,1.94,2021-07-14,0.0,86,Released,Finders of the Lost Yacht,7.0,4,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,Finnish
1312,False,790370,Fear Street Collection,0.0,Mystery,591275,en,Fear Street: 1666,35.35,2021-07-14,0.0,114,Released,Fear Street: 1666,7.23,1325,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,English
1314,False,848375,Gunpowder Milkshake Collection,30000000.0,Action,574060,en,Gunpowder Milkshake,37.55,2021-07-14,1015760.0,114,Released,Gunpowder Milkshake,6.41,744,21-Jul,273.003,296.797,0.080169274,2405078.22,32405078.22,81432.74,1097192.74,English
1317,False,852541,Oluversin Gari,0.0,Comedy,892156,tr,Olmaz Oluversin Gari,0.6,2021-07-14,0.0,143,Released,Olmaz Oluversin Gari,0.0,0,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,Turkish
1319,False,852541,Oluversin Gari,0.0,Comedy,852539,tr,Sağlık Oluversin Gari,0.62,2021-07-13,0.0,151,Released,"Get Well, Now!",0.0,0,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,Turkish
1322,False,1022762,Jackass Shark Week Collection,0.0,Comedy,849777,en,Jackass Shark Week,4.77,2021-07-11,0.0,43,Released,Jackass Shark Week,4.8,13,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,English
1325,False,1057876,Tokyo Revengers Collection,0.0,Action,698201,ja,東京卍リベンジャーズ,31.19,2021-07-09,0.0,120,Released,Tokyo Revengers,7.9,202,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,Japanese
1327,False,1018621,中国胜利三部曲,0.0,Drama,848880,zh,中国医生,4.09,2021-07-09,176619381.0,129,Released,Chinese Doctors,6.4,8,21-Jul,273.003,296.797,0.080169274,0.0,0.0,14159447.54,190778828.54,Chinese
1328,False,852541,Oluversin Gari,0.0,Comedy,849495,tr,Aşk Oluversin Gari,1.4,2021-07-09,0.0,137,Released,"Love, Now!",1.0,1,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,Turkish
1331,False,790370,Fear Street Collection,0.0,Mystery,591274,en,Fear Street: 1978,40.26,2021-07-08,0.0,110,Released,Fear Street: 1978,7.25,1483,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,English
1333,False,722961,Space Jam Collection,161900000.0,Family,379686,en,Space Jam: A New Legacy,91.74,2021-07-08,162892228.0,115,Released,Space Jam: A New Legacy,6.93,3412,21-Jul,273.003,296.797,0.080169274,12979405.45,174879405.45,13058951.65,175951179.65,English
1337,False,383032,Honto Ni Atta! Noroi no Video Collection,0.0,Horror,985799,ja,ほんとにあった!呪いのビデオ92,0.6,2021-07-07,0.0,60,Released,Honto Ni Atta! Noroi No Video 92,0.0,0,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,Japanese
1338,False,1000985,De Grote Slijm Collection,0.0,Comedy,846536,en,De nog grotere slijmfilm,1.98,2021-07-07,0.0,81,Released,The Even Bigger Slime Movie,0.0,0,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,English
1340,False,847607,"Édouard, mon pote de droite",0.0,Documentary,847606,fr,"Édouard, mon pote de droite - Épisode 3 : Aux manettes",0.6,2021-07-04,0.0,175,Released,"Édouard, mon pote de droite - Épisode 3 : Aux manettes",6.5,2,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,French
1342,False,703485,The Seven Deadly Sins Collection,0.0,Animation,843241,ja,劇場版 七つの大罪 光に呪われし者たち,141.38,2021-07-02,1094673.0,79,Released,The Seven Deadly Sins: Cursed by Light,7.77,427,21-Jul,273.003,296.797,0.080169274,0.0,0.0,87759.14,1182432.14,Japanese
1344,False,848922,The Tomorrow War Collection,200000000.0,Action,588228,en,The Tomorrow War,117.74,2021-07-02,19220000.0,138,Released,The Tomorrow War,7.91,6102,21-Jul,273.003,296.797,0.080169274,16033854.79,216033854.79,1540853.45,20760853.45,English
1347,False,769423,Escape Room Collection,15000000.0,Horror,585216,en,Escape Room: Tournament of Champions,40.99,2021-07-01,65774490.0,88,Released,Escape Room: Tournament of Champions,6.68,1437,21-Jul,273.003,296.797,0.080169274,1202539.11,16202539.11,5273093.11,71047583.11,English
1350,False,519457,The Boss Baby Collection,82000000.0,Animation,459151,en,The Boss Baby: Family Business,135.29,2021-07-01,146745280.0,107,Released,The Boss Baby: Family Business,7.49,2151,21-Jul,273.003,296.797,0.080169274,6573880.46,88573880.46,11764462.55,158509742.55,English
1354,False,812298,The Great Yokai War (2005) Collection,0.0,Fantasy,746808,ja,妖怪大戦争 ガーディアンズ,4.3,2021-07-01,0.0,118,Released,The Great Yokai War –Guardians–,6.6,6,21-Jul,273.003,296.797,0.080169274,0.0,0.0,0.0,0.0,Japanese
1358,False,256322,The Purge Collection,18000000.0,Horror,602223,en,The Forever Purge,91.02,2021-06-30,76994245.0,103,Released,The Forever Purge,7.12,1981,21-Jun,271.696,296.797,0.084572957,1522313.23,19522313.23,6511630.99,83505875.99,English
